L, [м];! Stimulus(Гц);    S21(°);f, [ГГц];φ, [рад];ω, [рад*ГГц];τГВЗ, [нс];γ(ω), [рад/м];vгр.,[Гм/c];;;
;4373072507,00;-166,60;4,37;-2,91;27,48;2,44;-5,29;-0,23;;;
;4373447345,00;-166,93;4,37;-2,91;27,48;2,46;-5,30;-0,22;;;
;4373822182,00;-167,26;4,37;-2,92;27,48;2,41;-5,31;-0,23;;;
;4374197020,00;-167,59;4,37;-2,92;27,48;2,53;-5,32;-0,22;;;
;4374571857,00;-167,93;4,37;-2,93;27,49;2,33;-5,33;-0,24;;;
;4374946695,00;-168,24;4,37;-2,94;27,49;2,84;-5,34;-0,19;;;
;4375321532,00;-168,63;4,38;-2,94;27,49;2,13;-5,35;-0,26;;;
;4375696370,00;-168,91;4,38;-2,95;27,49;2,65;-5,36;-0,21;;;
;4376071207,00;-169,27;4,38;-2,95;27,50;2,46;-5,37;-0,22;;;
;4376446045,00;-169,60;4,38;-2,96;27,50;2,49;-5,38;-0,22;;;
;4376820882,00;-169,94;4,38;-2,97;27,50;2,62;-5,39;-0,21;;;
;4377195720,00;-170,29;4,38;-2,97;27,50;2,47;-5,40;-0,22;;;
;4377570557,00;-170,63;4,38;-2,98;27,51;2,65;-5,41;-0,21;;;
;4377945395,00;-170,98;4,38;-2,98;27,51;2,52;-5,43;-0,22;;;
;4378320232,00;-171,32;4,38;-2,99;27,51;2,55;-5,44;-0,22;;;
;4378695070,00;-171,67;4,38;-3,00;27,51;2,62;-5,45;-0,21;;;
;4379069907,00;-172,02;4,38;-3,00;27,51;2,47;-5,46;-0,22;;;
;4379444744,00;-172,35;4,38;-3,01;27,52;2,68;-5,47;-0,20;;;
;4379819582,00;-172,72;4,38;-3,01;27,52;2,60;-5,48;-0,21;;;
;4380194419,00;-173,07;4,38;-3,02;27,52;2,62;-5,49;-0,21;;;
;4380569257,00;-173,42;4,38;-3,03;27,52;2,70;-5,50;-0,20;;;
;4380944094,00;-173,78;4,38;-3,03;27,53;2,52;-5,51;-0,22;;;
;4381318932,00;-174,12;4,38;-3,04;27,53;2,63;-5,53;-0,21;;;
;4381693769,00;-174,48;4,38;-3,05;27,53;2,69;-5,54;-0,20;;;
;4382068607,00;-174,84;4,38;-3,05;27,53;2,61;-5,55;-0,21;;;
;4382443444,00;-175,19;4,38;-3,06;27,54;2,62;-5,56;-0,21;;;
;4382818282,00;-175,55;4,38;-3,06;27,54;2,70;-5,57;-0,20;;;
;4383193119,00;-175,91;4,38;-3,07;27,54;2,75;-5,58;-0,20;;;
;4383567957,00;-176,28;4,38;-3,08;27,54;2,59;-5,59;-0,21;;;
;4383942794,00;-176,63;4,38;-3,08;27,55;2,75;-5,61;-0,20;;;
;4384317632,00;-177,00;4,38;-3,09;27,55;2,61;-5,62;-0,21;;;
;4384692469,00;-177,36;4,38;-3,10;27,55;2,84;-5,63;-0,19;;;
;4385067307,00;-177,74;4,39;-3,10;27,55;2,59;-5,64;-0,21;;;
;4385442144,00;-178,09;4,39;-3,11;27,55;2,80;-5,65;-0,20;;;
;4385816982,00;-178,46;4,39;-3,11;27,56;2,65;-5,66;-0,21;;;
;4386191819,00;-178,82;4,39;-3,12;27,56;2,69;-5,67;-0,20;;;
;4386566657,00;-179,19;4,39;-3,13;27,56;2,76;-5,69;-0,20;;;
;4386941494,00;-179,56;4,39;-3,13;27,56;2,74;-5,70;-0,20;;;
;4387316332,00;-179,93;4,39;-3,14;27,57;2,75;-5,71;-0,20;;;
;4387691169,00;-180,30;4,39;-3,15;27,57;2,58;-5,72;-0,21;;;
;4388066007,00;-180,65;4,39;-3,15;27,57;2,81;-5,73;-0,20;;;
;4388440844,00;-181,03;4,39;-3,16;27,57;2,75;-5,74;-0,20;;;
;4388815682,00;-181,40;4,39;-3,17;27,58;2,76;-5,76;-0,20;;;
;4389190519,00;-181,77;4,39;-3,17;27,58;2,73;-5,77;-0,20;;;
;4389565357,00;-182,14;4,39;-3,18;27,58;2,72;-5,78;-0,20;;;
;4389940194,00;-182,51;4,39;-3,19;27,58;2,75;-5,79;-0,20;;;
;4390315032,00;-182,88;4,39;-3,19;27,59;2,74;-5,80;-0,20;;;
;4390689869,00;-183,25;4,39;-3,20;27,59;2,76;-5,81;-0,20;;;
;4391064706,00;-183,62;4,39;-3,20;27,59;2,77;-5,83;-0,20;;;
;4391439544,00;-183,99;4,39;-3,21;27,59;2,71;-5,84;-0,20;;;
;4391814381,00;-184,36;4,39;-3,22;27,59;2,82;-5,85;-0,19;;;
;4392189219,00;-184,74;4,39;-3,22;27,60;2,68;-5,86;-0,21;;;
;4392564056,00;-185,10;4,39;-3,23;27,60;2,82;-5,87;-0,20;;;
;4392938894,00;-185,48;4,39;-3,24;27,60;2,74;-5,89;-0,20;;;
;4393313731,00;-185,85;4,39;-3,24;27,60;2,73;-5,90;-0,20;;;
;4393688569,00;-186,22;4,39;-3,25;27,61;2,80;-5,91;-0,20;;;
;4394063406,00;-186,59;4,39;-3,26;27,61;2,84;-5,92;-0,19;;;
;4394438244,00;-186,98;4,39;-3,26;27,61;2,69;-5,93;-0,20;;;
;4394813081,00;-187,34;4,39;-3,27;27,61;2,74;-5,94;-0,20;;;
;4395187919,00;-187,71;4,40;-3,28;27,62;2,78;-5,96;-0,20;;;
;4395562756,00;-188,09;4,40;-3,28;27,62;2,75;-5,97;-0,20;;;
;4395937594,00;-188,46;4,40;-3,29;27,62;2,74;-5,98;-0,20;;;
;4396312431,00;-188,83;4,40;-3,30;27,62;2,78;-5,99;-0,20;;;
;4396687269,00;-189,20;4,40;-3,30;27,63;2,70;-6,00;-0,20;;;
;4397062106,00;-189,57;4,40;-3,31;27,63;2,78;-6,02;-0,20;;;
;4397436944,00;-189,94;4,40;-3,32;27,63;2,73;-6,03;-0,20;;;
;4397811781,00;-190,31;4,40;-3,32;27,63;2,83;-6,04;-0,19;;;
;4398186619,00;-190,69;4,40;-3,33;27,63;2,68;-6,05;-0,21;;;
;4398561456,00;-191,05;4,40;-3,33;27,64;2,77;-6,06;-0,20;;;
;4398936294,00;-191,43;4,40;-3,34;27,64;2,73;-6,07;-0,20;;;
;4399311131,00;-191,80;4,40;-3,35;27,64;2,82;-6,09;-0,20;;;
;4399685969,00;-192,18;4,40;-3,35;27,64;2,74;-6,10;-0,20;;;
;4400060806,00;-192,55;4,40;-3,36;27,65;2,72;-6,11;-0,20;;;
;4400435644,00;-192,91;4,40;-3,37;27,65;2,82;-6,12;-0,20;;;
;4400810481,00;-193,29;4,40;-3,37;27,65;2,70;-6,13;-0,20;;;
;4401185319,00;-193,66;4,40;-3,38;27,65;2,69;-6,15;-0,20;;;
;4401560156,00;-194,02;4,40;-3,39;27,66;2,78;-6,16;-0,20;;;
;4401934994,00;-194,40;4,40;-3,39;27,66;2,80;-6,17;-0,20;;;
;4402309831,00;-194,77;4,40;-3,40;27,66;2,73;-6,18;-0,20;;;
;4402684668,00;-195,14;4,40;-3,41;27,66;2,72;-6,19;-0,20;;;
;4403059506,00;-195,51;4,40;-3,41;27,67;2,76;-6,20;-0,20;;;
;4403434343,00;-195,88;4,40;-3,42;27,67;2,72;-6,22;-0,20;;;
;4403809181,00;-196,25;4,40;-3,43;27,67;2,78;-6,23;-0,20;;;
;4404184018,00;-196,62;4,40;-3,43;27,67;2,72;-6,24;-0,20;;;
;4404558856,00;-196,99;4,40;-3,44;27,67;2,72;-6,25;-0,20;;;
;4404933693,00;-197,36;4,40;-3,44;27,68;2,82;-6,26;-0,19;;;
;4405308531,00;-197,74;4,41;-3,45;27,68;2,68;-6,27;-0,21;;;
;4405683368,00;-198,10;4,41;-3,46;27,68;2,75;-6,29;-0,20;;;
;4406058206,00;-198,47;4,41;-3,46;27,68;2,74;-6,30;-0,20;;;
;4406433043,00;-198,84;4,41;-3,47;27,69;2,67;-6,31;-0,21;;;
;4406807881,00;-199,20;4,41;-3,48;27,69;2,86;-6,32;-0,19;;;
;4407182718,00;-199,59;4,41;-3,48;27,69;2,61;-6,33;-0,21;;;
;4407557556,00;-199,94;4,41;-3,49;27,69;2,75;-6,34;-0,20;;;
;4407932393,00;-200,31;4,41;-3,50;27,70;2,72;-6,36;-0,20;;;
;4408307231,00;-200,68;4,41;-3,50;27,70;2,75;-6,37;-0,20;;;
;4408682068,00;-201,05;4,41;-3,51;27,70;2,66;-6,38;-0,21;;;
;4409056906,00;-201,41;4,41;-3,52;27,70;2,70;-6,39;-0,20;;;
;4409431743,00;-201,77;4,41;-3,52;27,71;2,75;-6,40;-0,20;;;
;4409806581,00;-202,15;4,41;-3,53;27,71;2,71;-6,41;-0,20;;;
;4410181418,00;-202,51;4,41;-3,53;27,71;2,76;-6,43;-0,20;;;
;4410556256,00;-202,88;4,41;-3,54;27,71;2,74;-6,44;-0,20;;;
;4410931093,00;-203,25;4,41;-3,55;27,71;2,68;-6,45;-0,21;;;
;4411305931,00;-203,62;4,41;-3,55;27,72;2,70;-6,46;-0,20;;;
;4411680768,00;-203,98;4,41;-3,56;27,72;2,71;-6,47;-0,20;;;
;4412055606,00;-204,35;4,41;-3,57;27,72;2,74;-6,48;-0,20;;;
;4412430443,00;-204,71;4,41;-3,57;27,72;2,71;-6,50;-0,20;;;
;4412805281,00;-205,08;4,41;-3,58;27,73;2,74;-6,51;-0,20;;;
;4413180118,00;-205,45;4,41;-3,59;27,73;2,65;-6,52;-0,21;;;
;4413554956,00;-205,81;4,41;-3,59;27,73;2,73;-6,53;-0,20;;;
;4413929793,00;-206,18;4,41;-3,60;27,73;2,72;-6,54;-0,20;;;
;4414304630,00;-206,54;4,41;-3,60;27,74;2,68;-6,55;-0,21;;;
;4414679468,00;-206,91;4,41;-3,61;27,74;2,75;-6,57;-0,20;;;
;4415054305,00;-207,28;4,42;-3,62;27,74;2,74;-6,58;-0,20;;;
;4415429143,00;-207,65;4,42;-3,62;27,74;2,55;-6,59;-0,22;;;
;4415803980,00;-207,99;4,42;-3,63;27,75;2,67;-6,60;-0,21;;;
;4416178818,00;-208,35;4,42;-3,64;27,75;2,78;-6,61;-0,20;;;
;4416553655,00;-208,73;4,42;-3,64;27,75;2,83;-6,62;-0,19;;;
;4416928493,00;-209,11;4,42;-3,65;27,75;2,54;-6,64;-0,22;;;
;4417303330,00;-209,45;4,42;-3,66;27,75;2,83;-6,65;-0,19;;;
;4417678168,00;-209,83;4,42;-3,66;27,76;2,67;-6,66;-0,21;;;
;4418053005,00;-210,19;4,42;-3,67;27,76;2,70;-6,67;-0,20;;;
;4418427843,00;-210,56;4,42;-3,67;27,76;2,57;-6,68;-0,21;;;
;4418802680,00;-210,91;4,42;-3,68;27,76;2,83;-6,69;-0,19;;;
;4419177518,00;-211,29;4,42;-3,69;27,77;2,64;-6,70;-0,21;;;
;4419552355,00;-211,64;4,42;-3,69;27,77;2,70;-6,72;-0,20;;;
;4419927193,00;-212,01;4,42;-3,70;27,77;2,68;-6,73;-0,21;;;
;4420302030,00;-212,37;4,42;-3,71;27,77;2,73;-6,74;-0,20;;;
;4420676868,00;-212,74;4,42;-3,71;27,78;2,64;-6,75;-0,21;;;
;4421051705,00;-213,09;4,42;-3,72;27,78;2,70;-6,76;-0,20;;;
;4421426543,00;-213,46;4,42;-3,73;27,78;2,66;-6,77;-0,21;;;
;4421801380,00;-213,82;4,42;-3,73;27,78;2,75;-6,79;-0,20;;;
;4422176218,00;-214,19;4,42;-3,74;27,79;2,61;-6,80;-0,21;;;
;4422551055,00;-214,54;4,42;-3,74;27,79;2,74;-6,81;-0,20;;;
;4422925893,00;-214,91;4,42;-3,75;27,79;2,74;-6,82;-0,20;;;
;4423300730,00;-215,28;4,42;-3,76;27,79;2,60;-6,83;-0,21;;;
;4423675568,00;-215,63;4,42;-3,76;27,79;2,61;-6,84;-0,21;;;
;4424050405,00;-215,98;4,42;-3,77;27,80;2,70;-6,85;-0,20;;;
;4424425243,00;-216,35;4,42;-3,78;27,80;2,82;-6,87;-0,19;;;
;4424800080,00;-216,73;4,42;-3,78;27,80;2,63;-6,88;-0,21;;;
;4425174917,00;-217,08;4,43;-3,79;27,80;2,71;-6,89;-0,20;;;
;4425549755,00;-217,45;4,43;-3,80;27,81;2,67;-6,90;-0,21;;;
;4425924592,00;-217,81;4,43;-3,80;27,81;2,70;-6,91;-0,20;;;
;4426299430,00;-218,17;4,43;-3,81;27,81;2,61;-6,92;-0,21;;;
;4426674267,00;-218,53;4,43;-3,81;27,81;2,66;-6,93;-0,21;;;
;4427049105,00;-218,89;4,43;-3,82;27,82;2,76;-6,95;-0,20;;;
;4427423942,00;-219,26;4,43;-3,83;27,82;2,63;-6,96;-0,21;;;
;4427798780,00;-219,61;4,43;-3,83;27,82;2,70;-6,97;-0,20;;;
;4428173617,00;-219,98;4,43;-3,84;27,82;2,73;-6,98;-0,20;;;
;4428548455,00;-220,35;4,43;-3,85;27,83;2,67;-6,99;-0,21;;;
;4428923292,00;-220,70;4,43;-3,85;27,83;2,73;-7,00;-0,20;;;
;4429298130,00;-221,07;4,43;-3,86;27,83;2,59;-7,02;-0,21;;;
;4429672967,00;-221,42;4,43;-3,86;27,83;2,70;-7,03;-0,20;;;
;4430047805,00;-221,79;4,43;-3,87;27,83;2,70;-7,04;-0,20;;;
;4430422642,00;-222,15;4,43;-3,88;27,84;2,69;-7,05;-0,20;;;
;4430797480,00;-222,51;4,43;-3,88;27,84;2,64;-7,06;-0,21;;;
;4431172317,00;-222,87;4,43;-3,89;27,84;2,80;-7,07;-0,20;;;
;4431547155,00;-223,25;4,43;-3,90;27,84;2,62;-7,08;-0,21;;;
;4431921992,00;-223,60;4,43;-3,90;27,85;2,69;-7,10;-0,20;;;
;4432296830,00;-223,96;4,43;-3,91;27,85;2,64;-7,11;-0,21;;;
;4432671667,00;-224,32;4,43;-3,92;27,85;2,65;-7,12;-0,21;;;
;4433046505,00;-224,68;4,43;-3,92;27,85;2,70;-7,13;-0,20;;;
;4433421342,00;-225,04;4,43;-3,93;27,86;2,70;-7,14;-0,20;;;
;4433796180,00;-225,41;4,43;-3,93;27,86;2,72;-7,15;-0,20;;;
;4434171017,00;-225,77;4,43;-3,94;27,86;2,70;-7,16;-0,20;;;
;4434545855,00;-226,14;4,43;-3,95;27,86;2,70;-7,18;-0,20;;;
;4434920692,00;-226,50;4,43;-3,95;27,87;2,63;-7,19;-0,21;;;
;4435295530,00;-226,86;4,44;-3,96;27,87;2,71;-7,20;-0,20;;;
;4435670367,00;-227,22;4,44;-3,97;27,87;2,71;-7,21;-0,20;;;
;4436045205,00;-227,59;4,44;-3,97;27,87;2,75;-7,22;-0,20;;;
;4436420042,00;-227,96;4,44;-3,98;27,87;2,70;-7,23;-0,20;;;
;4436794879,00;-228,32;4,44;-3,98;27,88;2,61;-7,25;-0,21;;;
;4437169717,00;-228,68;4,44;-3,99;27,88;2,70;-7,26;-0,20;;;
;4437544554,00;-229,04;4,44;-4,00;27,88;2,72;-7,27;-0,20;;;
;4437919392,00;-229,41;4,44;-4,00;27,88;2,70;-7,28;-0,20;;;
;4438294229,00;-229,77;4,44;-4,01;27,89;2,58;-7,29;-0,21;;;
;4438669067,00;-230,12;4,44;-4,02;27,89;2,71;-7,30;-0,20;;;
;4439043904,00;-230,49;4,44;-4,02;27,89;2,75;-7,31;-0,20;;;
;4439418742,00;-230,86;4,44;-4,03;27,89;2,75;-7,33;-0,20;;;
;4439793579,00;-231,23;4,44;-4,04;27,90;2,64;-7,34;-0,21;;;
;4440168417,00;-231,59;4,44;-4,04;27,90;2,77;-7,35;-0,20;;;
;4440543254,00;-231,96;4,44;-4,05;27,90;2,72;-7,36;-0,20;;;
;4440918092,00;-232,33;4,44;-4,05;27,90;2,63;-7,37;-0,21;;;
;4441292929,00;-232,68;4,44;-4,06;27,91;2,75;-7,38;-0,20;;;
;4441667767,00;-233,05;4,44;-4,07;27,91;2,68;-7,40;-0,21;;;
;4442042604,00;-233,41;4,44;-4,07;27,91;2,70;-7,41;-0,20;;;
;4442417442,00;-233,78;4,44;-4,08;27,91;2,69;-7,42;-0,20;;;
;4442792279,00;-234,14;4,44;-4,09;27,91;2,78;-7,43;-0,20;;;
;4443167117,00;-234,52;4,44;-4,09;27,92;2,73;-7,44;-0,20;;;
;4443541954,00;-234,88;4,44;-4,10;27,92;2,58;-7,45;-0,21;;;
;4443916792,00;-235,23;4,44;-4,11;27,92;2,73;-7,46;-0,20;;;
;4444291629,00;-235,60;4,44;-4,11;27,92;2,79;-7,48;-0,20;;;
;4444666467,00;-235,98;4,44;-4,12;27,93;2,71;-7,49;-0,20;;;
;4445041304,00;-236,34;4,45;-4,12;27,93;2,65;-7,50;-0,21;;;
;4445416142,00;-236,70;4,45;-4,13;27,93;2,74;-7,51;-0,20;;;
;4445790979,00;-237,07;4,45;-4,14;27,93;2,68;-7,52;-0,21;;;
;4446165817,00;-237,43;4,45;-4,14;27,94;2,79;-7,53;-0,20;;;
;4446540654,00;-237,81;4,45;-4,15;27,94;2,55;-7,55;-0,22;;;
;4446915492,00;-238,15;4,45;-4,16;27,94;2,80;-7,56;-0,20;;;
;4447290329,00;-238,53;4,45;-4,16;27,94;2,70;-7,57;-0,20;;;
;4447665167,00;-238,89;4,45;-4,17;27,95;2,70;-7,58;-0,20;;;
;4448040004,00;-239,26;4,45;-4,18;27,95;2,78;-7,59;-0,20;;;
;4448414841,00;-239,63;4,45;-4,18;27,95;2,71;-7,60;-0,20;;;
;4448789679,00;-240,00;4,45;-4,19;27,95;2,64;-7,62;-0,21;;;
;4449164516,00;-240,35;4,45;-4,19;27,95;2,68;-7,63;-0,21;;;
;4449539354,00;-240,71;4,45;-4,20;27,96;2,75;-7,64;-0,20;;;
;4449914191,00;-241,09;4,45;-4,21;27,96;2,72;-7,65;-0,20;;;
;4450289029,00;-241,45;4,45;-4,21;27,96;2,68;-7,66;-0,20;;;
;4450663866,00;-241,82;4,45;-4,22;27,96;2,68;-7,67;-0,21;;;
;4451038704,00;-242,18;4,45;-4,23;27,97;2,79;-7,69;-0,20;;;
;4451413541,00;-242,55;4,45;-4,23;27,97;2,67;-7,70;-0,21;;;
;4451788379,00;-242,91;4,45;-4,24;27,97;2,56;-7,71;-0,22;;;
;4452163216,00;-243,26;4,45;-4,25;27,97;2,85;-7,72;-0,19;;;
;4452538054,00;-243,64;4,45;-4,25;27,98;2,66;-7,73;-0,21;;;
;4452912891,00;-244,00;4,45;-4,26;27,98;2,72;-7,74;-0,20;;;
;4453287729,00;-244,37;4,45;-4,27;27,98;2,66;-7,75;-0,21;;;
;4453662566,00;-244,73;4,45;-4,27;27,98;2,70;-7,77;-0,20;;;
;4454037404,00;-245,09;4,45;-4,28;27,99;2,64;-7,78;-0,21;;;
;4454412241,00;-245,45;4,45;-4,28;27,99;2,78;-7,79;-0,20;;;
;4454787079,00;-245,83;4,45;-4,29;27,99;2,65;-7,80;-0,21;;;
;4455161916,00;-246,18;4,46;-4,30;27,99;2,77;-7,81;-0,20;;;
;4455536754,00;-246,56;4,46;-4,30;27,99;2,60;-7,82;-0,21;;;
;4455911591,00;-246,91;4,46;-4,31;28,00;2,73;-7,84;-0,20;;;
;4456286429,00;-247,28;4,46;-4,32;28,00;2,72;-7,85;-0,20;;;
;4456661266,00;-247,64;4,46;-4,32;28,00;2,76;-7,86;-0,20;;;
;4457036104,00;-248,02;4,46;-4,33;28,00;2,59;-7,87;-0,21;;;
;4457410941,00;-248,37;4,46;-4,33;28,01;2,74;-7,88;-0,20;;;
;4457785779,00;-248,74;4,46;-4,34;28,01;2,72;-7,89;-0,20;;;
;4458160616,00;-249,10;4,46;-4,35;28,01;2,67;-7,90;-0,21;;;
;4458535454,00;-249,46;4,46;-4,35;28,01;2,69;-7,92;-0,20;;;
;4458910291,00;-249,83;4,46;-4,36;28,02;2,80;-7,93;-0,20;;;
;4459285129,00;-250,20;4,46;-4,37;28,02;2,69;-7,94;-0,20;;;
;4459659966,00;-250,57;4,46;-4,37;28,02;2,63;-7,95;-0,21;;;
;4460034803,00;-250,92;4,46;-4,38;28,02;2,67;-7,96;-0,21;;;
;4460409641,00;-251,28;4,46;-4,39;28,03;2,71;-7,97;-0,20;;;
;4460784478,00;-251,65;4,46;-4,39;28,03;2,74;-7,99;-0,20;;;
;4461159316,00;-252,02;4,46;-4,40;28,03;2,69;-8,00;-0,20;;;
;4461534153,00;-252,38;4,46;-4,40;28,03;2,74;-8,01;-0,20;;;
;4461908991,00;-252,75;4,46;-4,41;28,04;2,56;-8,02;-0,21;;;
;4462283828,00;-253,10;4,46;-4,42;28,04;2,78;-8,03;-0,20;;;
;4462658666,00;-253,47;4,46;-4,42;28,04;2,78;-8,04;-0,20;;;
;4463033503,00;-253,84;4,46;-4,43;28,04;2,70;-8,06;-0,20;;;
;4463408341,00;-254,21;4,46;-4,44;28,04;2,65;-8,07;-0,21;;;
;4463783178,00;-254,57;4,46;-4,44;28,05;2,76;-8,08;-0,20;;;
;4464158016,00;-254,94;4,46;-4,45;28,05;2,72;-8,09;-0,20;;;
;4464532853,00;-255,30;4,46;-4,46;28,05;2,70;-8,10;-0,20;;;
;4464907691,00;-255,67;4,46;-4,46;28,05;2,76;-8,11;-0,20;;;
;4465282528,00;-256,04;4,47;-4,47;28,06;2,68;-8,13;-0,21;;;
;4465657366,00;-256,40;4,47;-4,48;28,06;2,72;-8,14;-0,20;;;
;4466032203,00;-256,77;4,47;-4,48;28,06;2,73;-8,15;-0,20;;;
;4466407041,00;-257,14;4,47;-4,49;28,06;2,77;-8,16;-0,20;;;
;4466781878,00;-257,51;4,47;-4,49;28,07;2,75;-8,17;-0,20;;;
;4467156716,00;-257,88;4,47;-4,50;28,07;2,50;-8,18;-0,22;;;
;4467531553,00;-258,22;4,47;-4,51;28,07;2,84;-8,19;-0,19;;;
;4467906391,00;-258,60;4,47;-4,51;28,07;2,73;-8,21;-0,20;;;
;4468281228,00;-258,97;4,47;-4,52;28,08;2,76;-8,22;-0,20;;;
;4468656066,00;-259,35;4,47;-4,53;28,08;2,74;-8,23;-0,20;;;
;4469030903,00;-259,72;4,47;-4,53;28,08;2,74;-8,24;-0,20;;;
;4469405741,00;-260,08;4,47;-4,54;28,08;2,74;-8,25;-0,20;;;
;4469780578,00;-260,45;4,47;-4,55;28,08;2,70;-8,27;-0,20;;;
;4470155416,00;-260,82;4,47;-4,55;28,09;2,80;-8,28;-0,20;;;
;4470530253,00;-261,20;4,47;-4,56;28,09;2,71;-8,29;-0,20;;;
;4470905091,00;-261,56;4,47;-4,57;28,09;2,77;-8,30;-0,20;;;
;4471279928,00;-261,94;4,47;-4,57;28,09;2,80;-8,31;-0,20;;;
;4471654765,00;-262,31;4,47;-4,58;28,10;2,69;-8,32;-0,20;;;
;4472029603,00;-262,68;4,47;-4,58;28,10;2,79;-8,34;-0,20;;;
;4472404440,00;-263,05;4,47;-4,59;28,10;2,75;-8,35;-0,20;;;
;4472779278,00;-263,43;4,47;-4,60;28,10;2,80;-8,36;-0,20;;;
;4473154115,00;-263,80;4,47;-4,60;28,11;2,74;-8,37;-0,20;;;
;4473528953,00;-264,17;4,47;-4,61;28,11;2,76;-8,38;-0,20;;;
;4473903790,00;-264,55;4,47;-4,62;28,11;2,74;-8,39;-0,20;;;
;4474278628,00;-264,92;4,47;-4,62;28,11;2,88;-8,41;-0,19;;;
;4474653465,00;-265,30;4,47;-4,63;28,12;2,68;-8,42;-0,21;;;
;4475028303,00;-265,67;4,48;-4,64;28,12;2,90;-8,43;-0,19;;;
;4475403140,00;-266,06;4,48;-4,64;28,12;2,68;-8,44;-0,21;;;
;4475777978,00;-266,42;4,48;-4,65;28,12;2,85;-8,45;-0,19;;;
;4476152815,00;-266,80;4,48;-4,66;28,12;2,76;-8,47;-0,20;;;
;4476527653,00;-267,18;4,48;-4,66;28,13;2,79;-8,48;-0,20;;;
;4476902490,00;-267,55;4,48;-4,67;28,13;2,80;-8,49;-0,20;;;
;4477277328,00;-267,93;4,48;-4,68;28,13;2,82;-8,50;-0,20;;;
;4477652165,00;-268,31;4,48;-4,68;28,13;2,76;-8,51;-0,20;;;
;4478027003,00;-268,68;4,48;-4,69;28,14;2,77;-8,53;-0,20;;;
;4478401840,00;-269,06;4,48;-4,70;28,14;2,81;-8,54;-0,20;;;
;4478776678,00;-269,44;4,48;-4,70;28,14;2,87;-8,55;-0,19;;;
;4479151515,00;-269,82;4,48;-4,71;28,14;2,77;-8,56;-0,20;;;
;4479526353,00;-270,20;4,48;-4,72;28,15;2,76;-8,57;-0,20;;;
;4479901190,00;-270,57;4,48;-4,72;28,15;2,82;-8,59;-0,20;;;
;4480276028,00;-270,95;4,48;-4,73;28,15;2,87;-8,60;-0,19;;;
;4480650865,00;-271,34;4,48;-4,74;28,15;2,73;-8,61;-0,20;;;
;4481025703,00;-271,70;4,48;-4,74;28,16;2,82;-8,62;-0,20;;;
;4481400540,00;-272,08;4,48;-4,75;28,16;2,80;-8,63;-0,20;;;
;4481775378,00;-272,46;4,48;-4,76;28,16;2,87;-8,65;-0,19;;;
;4482150215,00;-272,85;4,48;-4,76;28,16;2,78;-8,66;-0,20;;;
;4482525053,00;-273,22;4,48;-4,77;28,16;2,82;-8,67;-0,20;;;
;4482899890,00;-273,60;4,48;-4,78;28,17;2,71;-8,68;-0,20;;;
;4483274727,00;-273,97;4,48;-4,78;28,17;2,83;-8,69;-0,19;;;
;4483649565,00;-274,35;4,48;-4,79;28,17;2,90;-8,71;-0,19;;;
;4484024402,00;-274,74;4,48;-4,80;28,17;2,67;-8,72;-0,21;;;
;4484399240,00;-275,10;4,48;-4,80;28,18;2,84;-8,73;-0,19;;;
;4484774077,00;-275,49;4,48;-4,81;28,18;2,81;-8,74;-0,20;;;
;4485148915,00;-275,87;4,49;-4,81;28,18;2,84;-8,75;-0,19;;;
;4485523752,00;-276,25;4,49;-4,82;28,18;2,73;-8,77;-0,20;;;
;4485898590,00;-276,62;4,49;-4,83;28,19;2,79;-8,78;-0,20;;;
;4486273427,00;-276,99;4,49;-4,83;28,19;2,80;-8,79;-0,20;;;
;4486648265,00;-277,37;4,49;-4,84;28,19;2,86;-8,80;-0,19;;;
;4487023102,00;-277,76;4,49;-4,85;28,19;2,64;-8,81;-0,21;;;
;4487397940,00;-278,11;4,49;-4,85;28,20;2,90;-8,83;-0,19;;;
;4487772777,00;-278,51;4,49;-4,86;28,20;2,81;-8,84;-0,20;;;
;4488147615,00;-278,88;4,49;-4,87;28,20;2,69;-8,85;-0,20;;;
;4488522452,00;-279,25;4,49;-4,87;28,20;2,74;-8,86;-0,20;;;
;4488897290,00;-279,62;4,49;-4,88;28,20;2,87;-8,87;-0,19;;;
;4489272127,00;-280,00;4,49;-4,89;28,21;2,73;-8,89;-0,20;;;
;4489646965,00;-280,37;4,49;-4,89;28,21;2,75;-8,90;-0,20;;;
;4490021802,00;-280,74;4,49;-4,90;28,21;2,80;-8,91;-0,20;;;
;4490396640,00;-281,12;4,49;-4,91;28,21;2,76;-8,92;-0,20;;;
;4490771477,00;-281,50;4,49;-4,91;28,22;2,79;-8,93;-0,20;;;
;4491146315,00;-281,87;4,49;-4,92;28,22;2,69;-8,94;-0,20;;;
;4491521152,00;-282,23;4,49;-4,93;28,22;2,74;-8,96;-0,20;;;
;4491895990,00;-282,60;4,49;-4,93;28,22;2,76;-8,97;-0,20;;;
;4492270827,00;-282,98;4,49;-4,94;28,23;2,73;-8,98;-0,20;;;
;4492645665,00;-283,35;4,49;-4,95;28,23;2,78;-8,99;-0,20;;;
;4493020502,00;-283,72;4,49;-4,95;28,23;2,60;-9,00;-0,21;;;
;4493395340,00;-284,07;4,49;-4,96;28,23;2,66;-9,01;-0,21;;;
;4493770177,00;-284,43;4,49;-4,96;28,24;2,90;-9,03;-0,19;;;
